Volume,WVolPrice,Open,High,Low,Close,Timestamp,Transactions
2000,188.2393,188.338,188.338,188.338,188.338,1591781400000,14
1000,187,187,187,187,187,1591783200000,1
3885,187.1774,187.2,187.4,187.4,187.2,1591784100000,35
10985,187.9052,187.242,188.2,188.2,187.242,1591785900000,53
290980,190.1428,188.75,191.796,191.8,188.4,1591786800000,1340
579845,193.6131,191.8,194.6,194.804,191.8,1591787700000,2788
816475,197.2185,194.736,197.578,198.9,194.378,1591788600000,4134
448045,197.909,197.4,198.388,198.8,197.062,1591789500000,2243
1181415,197.4417,198.4,199.2,199.548,188.8,1591790400000,5188
387815,199.1065,199.328,198.36,199.704,198.36,1591791300000,2434
297895,198.2991,198.6,198.65,198.75,197.62,1591792200000,1587
492205,198.5649,198.606,197.9,199.562,197.4,1591793100000,2559
312395,198.1822,197.998,197.702,198.672,197.678,1591794000000,2613
303865,197.6887,197.728,198.348,198.4,197.004,1591794900000,2450
9501960,198.1562,198.376,199.312,199.8,196.5,1591795800000,42373
7582115,199.1665,199.3246,199.254,201,197.8,1591796700000,38063
8281155,200.059,199.332,199.654,201.39,198.712,1591797600000,37985
4654195,200.0453,199.651,200.016,200.8,199.222,1591798500000,22054
3435380,200.4669,199.9395,200.6954,201.2,199.652,1591799400000,17578
5637455,201.0815,200.728,200.296,202.33,199.751,1591800300000,26541
2822500,200.6593,200.4,201.135,201.2,199.918,1591801200000,12384
2420895,200.9801,201.092,201.6,201.7,200.118,1591802100000,10821
2130100,201.6744,201.574,202.0371,202.2,201.056,1591803000000,11564
3707930,202.7045,202.025,203.484,203.6,201.912,1591803900000,17418
2986505,203.2751,203.51,202.6,203.972,202.524,1591804800000,14063
1908915,203.0959,202.578,203.2,203.648,202.44,1591805700000,9782
1527855,203.0158,203.197,203.3,203.598,202.504,1591806600000,8504
1208490,203.1999,203.338,203.12,203.6,202.808,1591807500000,6636
1224980,203.0491,203.132,203.064,203.5,202.542,1591808400000,6575
1593460,203.0439,203.0202,202.475,203.632,202.475,1591809300000,7221
2621850,201.7623,202.532,201.278,202.71,200.822,1591810200000,12697
1731640,201.6233,201.339,201.8734,201.9871,201.278,1591811100000,7188
2311100,202.4226,201.742,202.738,203.2426,201.323,1591812000000,10830
1488300,203.0524,202.832,203.458,203.518,202.536,1591812900000,7723
2141545,202.9019,203.48,202.8919,203.7,201.602,1591813800000,10641
1768805,202.574,202.902,202.7518,203.198,201.784,1591814700000,7773
1719465,202.6792,202.799,202.855,203.198,201.982,1591815600000,7462
2664255,203.5849,202.856,204.254,204.4,202.5696,1591816500000,12964
3311835,204.7066,204.2898,204.3586,205.284,204.01,1591817400000,15438
4819215,204.5307,204.302,205.01,205.496,203.824,1591818300000,21481
376510,204.7136,205.01,204.484,205.14,203.64,1591819200000,1303
95830,204.1851,204.448,204.2,205.01,203.9,1591820100000,687
66975,204.3695,204.28,204.69,204.69,204.09,1591821000000,949
14655,204.4381,204.5,204.25,204.5,204.25,1591821900000,152
34100,204.4115,204.22,204.6,204.6,204.02,1591822800000,274
108985,204.9593,204.534,205.432,205.432,204.394,1591823700000,599
115325,205.7232,205.432,205.3,206.4,205.23,1591824600000,1001
47345,205.6881,205.5,205.804,206,205.4,1591825500000,493
50495,205.7571,205.98,205.4,206,205.4,1591826400000,317
